sent_id,original_sent_text,original_cluster_label,similarity_rank,similarity_score,similar_ex_id,similar_ex_text,similar_ex_label
3036,"Teamwork, communications and management skills will also be developed.",60.0,0,0.6484143888657721,826,"Topics include: motivation, group dynamics, team development, ethics, communications, organizational politics, leadership, power, organizational development, organizational design and structure.",Organizations
3054,Students can utilize this forum to analyze and visualize service manufacturing engineering challenges and opportunities around the world.,61.0,0,0.6506726442698456,434,"The three focal areas of study are: manufacturing systems, service engineering operations, and call centers.",Computing Ethics
3058,The course material is designed to aid students considering a future as researchers in biomedical sciences laboratories or biotechnology research and development.,61.0,0,0.7014851412118391,580,"Course activities will address principles of the scientific method, electronic database literacy, science citation software, research ethics, science communication as well as planning for graduate study, including preparation of curriculum vitae and personal statement.",Careers
3070,"This course is an introduction to information security at the computer system level, the network level, and the human level.",61.0,0,0.8227259064865902,1456,This covers fundamentals of computer security.,Security
3072,"Then, we will delve into the details of software and system security, including buffer overflow vulnerability, operating system security, and Cloud and Internet-of-Things (IoT) security.",61.0,0,0.6827133422353661,2048,"Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software",Cybersecurity
3075,"Seminars are designed to acquaint the student with aspects of engineering that are not normally encountered in classes and school activities and include a wide range of topics such as the significance of engineering as a profession, ethical problems in engineering, and skills required for a successful engineering career.",61.0,0,0.7378230359783334,1323,"Students will integrate and solidify topics of professional communications, ethics, problem solving, and fundamental competencies of engineering.",Professional Development
3081,"Students will first learn general computer security technology and principles such as cryptographic tools, user authentication, access control, malicious software and attacks, and defending techniques.",61.0,0,0.6973661047572935,1708,"Topics include practical cryptography, access control, security design principles, physical protections, malicious logic, program security, intrusion detection, administration, legal and ethical issues.",Cybersecurity
3083,"The latter units of the course cover cryptographic and message authentication algorithms and their application in security network protocols, as well as human factors and legal and ethical issues.",61.0,0,0.7743577294865411,1708,"Topics include practical cryptography, access control, security design principles, physical protections, malicious logic, program security, intrusion detection, administration, legal and ethical issues.",Cybersecurity
3085,"The course covers such topics as marketing, TGM, ethics, risk management, and personnel management.",61.0,0,0.9999999999999188,413,"The course covers such topics as marketing, TGM, ethics, risk management, and personnel management.",Professional Development
3092,Academic Career: Undergraduate,61.0,0,0.4452741014502688,528,"(I, II) Introduction to Undergraduate Research.",Research Ethics
3104,The lecture and discussion format gives students a broad background and the opportunity to apply critical thinking skills to recent published findings.,62.0,0,0.6246007306831525,419,"The major goal of this course is to help students become more informed citizens, skeptical when presented with data in the media, and knowledgeable enough to question and make informed decisions about scientific advances and science policy.",Research Ethics
3106,"Engineering, as a profession, has ethical obligations to society that go beyond the simple application of technology as learned in science and technology courses.",62.0,0,0.8423405808477469,431,The study of ethical issues facing engineers and engineering related organizations and the societal impact of technology.,Technology
3111,This course focuses on management theory applied to engineering and technical organizations.,62.0,0,0.775992916863338,829,"Topics include: the management process and management functions (planning, organizing, leading, and controlling); project management; managing technical people; engineering ethics, globalization, and other contemporary management concepts.",Leadership And Management
3128,"Students will analyze a series of well-known cases, as well as discussing current ethical situations involving engineers and engineering managers.",62.0,0,1.0,735,"Students will analyze a series of well-known cases, as well as discussing current ethical situations involving engineers and engineering managers.",Engineering Ethics
3137,"Plant visits and interfaces with engineering students and practicing engineers will allow students to appreciate the following professional characteristics: ethics, the ability to work with others, an appreciation for other disciplines, adaptability, and an appreciation for life-long learning.",62.0,0,0.6423310580391411,1127,"Introduction to the engineering profession, including the distinction between different majors, engineering problem solving, MatLab programming, Excel basics, professionalism and ethics, and experiences in team design projects.",Professional Development
3150,This course focuses on management theory applied to engineering and technical organizations.,63.0,0,0.775992916863338,829,"Topics include: the management process and management functions (planning, organizing, leading, and controlling); project management; managing technical people; engineering ethics, globalization, and other contemporary management concepts.",Leadership And Management
3152,"This course is an introduction to information security at the computer system level, the network level, and the human level.",63.0,0,0.8227259250930138,1456,This covers fundamentals of computer security.,Security
3153,"Students will first learn general computer security technology and principles such as cryptographic tools, user authentication, access control, malicious software and attacks, and defending techniques.",63.0,0,0.6973661047572935,1708,"Topics include practical cryptography, access control, security design principles, physical protections, malicious logic, program security, intrusion detection, administration, legal and ethical issues.",Cybersecurity
3163,"Topics include: scope, specialties, education, professional practice, life-long learning, contemporary issues, ethics and societal impacts related to civil engineering.",63.0,0,0.863870887760124,354,"Some topics include: history of civil engineering; present practice; typical employers; typical projects; design philosophy; professional topics including organizations, registrations, ethics.",Contemporary Issues
3167,"Students will analyze health issues from a diverse cultural, ethical, social, and global perspective.",63.0,0,0.9999999999999276,367,"Students will analyze health issues from a diverse cultural, ethical, social, and global perspective.",Biomedical
3168,Introduction to Genomics.,63.0,0,0.9999999999997804,258,Introduction to Genomics.,Biomedical
3172,"Objectives will include knockout, tagging, and targeted mutation of genes in model organisms or cell lines.",63.0,0,0.577496416017477,1698,"This 3 week course will address topics in genome editing and CRISPR-Cas9 research, including basic and enhanced CRISPR methods, cellular repair mechanisms, regulation of gene expression, bioinformatics, applications to various organisms, and bioethics.",Biomedical
3173,The history and ethics of genome editing will be discussed.,63.0,0,0.6971071147864113,612,"Exploration of ethical issues in biochemistry, genetics, and molecular biology including recombinant DNA technology, genetically modified organisms, stem cell research, scientific patents, and DNA databases.",Biomedical
3186,"The design process; includes team design activities and studies project management, ethics, and professionalism.",63.0,0,0.7086094076648871,1655,"Students are assigned to interdisciplinary teams and exposed to processes in the areas of design methodology, project management, communications, and work place issues.",Teams
3197,Auditing procedures and techniques associated with public accounting and with internal auditing for business entities.,63.0,0,0.7120263693875871,1753,"Audit methodology including risk analysis, internal control, procedures for gathering evidence and the role of statistical sampling in auditing.",Audits
3210,The principles of materials selection for engineering design.,64.0,0,1.0,425,The principles of materials selection for engineering design.,Materials
3212,Considers ethics and economics.,64.0,0,1.0,91,Considers ethics and economics.,Economics
3237,"Learn how various mining components, from prospecting to financing to reclamation, fit together.",64.0,0,0.5037365912659387,1611,Involves synthesis of applied geology and other approaches for problem solving through collaborative teams.,Teams
3255,This covers fundamentals of computer security.,65.0,0,1.0,1456,This covers fundamentals of computer security.,Security
3259,Requires admission to the Teacher Education Program.,65.0,0,0.4715149879116139,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
3267,Applies legal and ethical principles to evolving computer technology.,65.0,0,0.7855252664834991,1329,Studies the growth of computer and communications technology and the new legal and ethical challenges that reflect tensions between individual rights and societal needs.,Technology
3269,"Preparation for study abroad, service learning, and cross-cultural research or internships.",65.0,0,0.6330070735819049,363,"Students reflect on their cultures; explore how to live and work effectively with other cultural groups, discuss cross-cultural professional ethics; and consider holistic approaches to social problems and change.",Engineering Ethics
3272,"Students will analyze health issues from a diverse cultural, ethical, social, and global perspective.",65.0,0,0.9999999999999236,367,"Students will analyze health issues from a diverse cultural, ethical, social, and global perspective.",Biomedical
3275,"Topics include hierarchical arrangement of genes, genome mapping, molecular markers of physical genome maps, genome sequencing, comparative genomics, analysis of important human genes and their products, and ethical and legal aspects of genomics.",65.0,0,0.7940029360619367,813,"Topics include structure and function of nucleic acids, genome structure, genetic and genomic research tools, methods for identifying disease-causing mutations, regulation of gene expression, pharmacogenetics, gene therapy and ethical issues in modern genomics.",
3279,"Students will learn skills and competencies of sports management including ethics, marketing, law, finance, information, collegiate, olympic, professional, youth, campus recreation programs, parks, career opportunities, foundations, and future directions.",65.0,0,0.5777257637884138,330,"Provides students with insights into leadership, problem solving and organization skills, communication skills, ethics, and negotiation.",Military
3284,"This course allows students completing the Mechanical Engineering curriculum to engage in a complete system design experience, integrating the various technical concepts they have learned in prior courses and is the last in a sequence of design courses that are an integral component of the undergraduate program.",65.0,0,0.7328207177267069,339,Second of two mechanical engineering capstone design courses.,Design
3295,"A survey of the drug design, discovery and development processes utilized by academic and industrial medicinal chemists using rational approaches to drug design and development from a biological, organic chemistry and mechanistic standpoint.",65.0,0,0.5578077612156304,1685,"The emphasis will be on biochemical kinetics, protein engineering, cell growth and metabolism, bioreactor design, downstream processing, pharmacokinetics, drug delivery, and ethics.",Biomedical
3298,"Case studies will focus on currently used (or recently used, but discontinued) drugs, particularly those reflecting controversy or innovation, as well as historical perspectives.",65.0,0,0.4669226664818611,910,Case histories.,Case Studies
3301,Students are required to develop and write various technical documents throughout the course.,66.0,0,0.6226580591857597,1534,Written communications required in some projects.,Communication
3308,A survey course that reviews the ethical impact of information systems and related technology throughout the world.,66.0,0,0.8667880860975288,1415,"This course introduces students to past, current, and future issues in the ethics of information technology, and encourages students to develop their own standpoint from which to address the diverse range of ethical challenges faced in the information age.",Computing Ethics
3309,"The course examines the policy issues that relate to the use of information systems, such as persona, privacy, rights of access, security, transborder data flow and confidentiality.",66.0,0,0.685889077015939,1415,"This course introduces students to past, current, and future issues in the ethics of information technology, and encourages students to develop their own standpoint from which to address the diverse range of ethical challenges faced in the information age.",Computing Ethics
3310,This course focuses on the ethical responsibilities of engineers and information technologists.,66.0,0,0.8832490185452886,1446,This course will introduce students to engineering and computing ethics by teaching them to identify ethical issues in engineering and computer science practice and acquire ways to think about them.,Computing Ethics
3312,"Introduction to the scientific method as applied to chemical engineering processes associated with thermodynamics and fluid, heat and mass transport.",66.0,0,0.670345435240675,1365,"The design of equipment, processes, and systems of interest in chemical engineering through application of scientific, technological, and economic principles.",Chemical Process Design
3314,"Students will formulate hypotheses to test physical phenomena associated with chemical engineering processes, design experiments based on their hypotheses, perform experiments, and use appropriate computational and programming tools as well as statistical methods to analyze their data and its significance.",66.0,0,0.677872589935788,1365,"The design of equipment, processes, and systems of interest in chemical engineering through application of scientific, technological, and economic principles.",Chemical Process Design
3317,"The course examines the policy issues that relate to the use of information technology, such as persona, privacy, rights of access, security, transborder information flow and confidentiality.",66.0,0,0.7199951376834985,1415,"This course introduces students to past, current, and future issues in the ethics of information technology, and encourages students to develop their own standpoint from which to address the diverse range of ethical challenges faced in the information age.",Computing Ethics
3319,"Topics covered will include: Basics of computer security including an overview of threat, attack, and adversary models; social engineering; essentials of cryptography; traditional computing security models; malicious software; secure programming; Operating system security in practice; trusted operating system design; public policy issues including legal, privacy, and ethical issues; network and database security overview.",66.0,0,0.8631355481994958,2048,"Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software",Cybersecurity
3320,"This course introduces the basic concepts of software engineering, including software life cycle, requirements analysis and software design methods.",66.0,0,0.7204932311233649,793,"This seminar course engages a number of outside speakers who typically present information on the role of research in computer science, how the research components of computer science relate to each other, approaches to software development in industry, different types of application development paradigms, technological trends, and societal, ethical, and legal issues.",Seminar
3334,Enrollment preference given to undergraduates majoring in CE and EnvSE.,66.0,0,0.5279783342126873,56,"Basic study, problem solving, and other skills needed to succeed as an EE or CE major.",Professional Skills
3365,Transportation is a crucial element of human life.,67.0,0,0.6066003192866811,853,Addressing transportation problems in a large metropolitan area.,Infrastructure
3368,"Because of its enormous capability to affect our lives, transportation is one of the most highly regulated businesses in the world.",67.0,0,0.5677409175012665,853,Addressing transportation problems in a large metropolitan area.,Infrastructure
3369,"These regulations are designed to promote social welfare, improve access, and protect vulnerable populations.",67.0,0,0.4058819031980758,832,"Topics such as permitting process, design/engineering services and ethical issues are included.",Ethics Issues
3370,"This course examines the origins and impacts of transportation policy and regulation: who benefits, who bears the cost, and how social and individual objectives are achieved.",67.0,0,0.6637078018935929,1484,"Topics include transportation planning, performance analysis of highway and road design, highway segments, highway and airport pavement design, geometric design, sight elevations and alignment, highway traffic operations, queuing theory and modeling, traffic analysis and control, travel demand models, ethics, sustainability, and environmental considerations during transportation planning.",Infrastructure
3374,Second quarter emphasizes implementation and testing.,67.0,0,1.0,1277,Second quarter emphasizes implementation and testing.,Design And Manufacturing
3377,Second course of two-quarter capstone sequence.,67.0,0,0.6075669674687176,2021,The first course in a two-semester capstone design sequence.,Design
3380,Second quarter emphasizes implementation and testing.,67.0,0,1.0,1277,Second quarter emphasizes implementation and testing.,Design And Manufacturing
3382,Students must have completed ME170a; completion of 170b required to earn grade in 170a.,67.0,0,0.477588120514975,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
3387,Students from any discipline are welcome to enroll.,67.0,0,0.4933140148715724,721,Serves science and non-science majors interested in bioethics.,Biomedical
3395,"They can provide great benefit to society, but they also can be used in dangerous or damaging ways.",67.0,0,0.5131265085515958,1142,"Issues include the social responsibility of engineers, conflict of interest and obligation, morally acceptable levels of risk, and moral implications of technology.",Engineering Ethics
3396,"These effects may be positive or negative, and so it is critical that bioengineers understand the basic principles of ethics when thinking about how the technologies they develop can and should be applied.",67.0,0,0.9999999999999344,1395,"These effects may be positive or negative, and so it is critical that bioengineers understand the basic principles of ethics when thinking about how the technologies they develop can and should be applied.",Biomedical
3409,"However, transportation also generates negative impacts: pollution, noise, energy consumption and risk to human life.",68.0,0,0.5519151582769031,853,Addressing transportation problems in a large metropolitan area.,Infrastructure
3433,Open to undergraduate and graduate students in any major.,68.0,0,0.5077167033390683,847,A term paper serves to integrate and extend the entire course material.,Communication
3456,Admission is by consent of instructor and is limited to 20 students.,69.0,0,0.3958513665190826,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
3472,"This is a project class, so we will be making design works in response to the questions we unearth together.",69.0,0,0.661550075520564,1589,"In this class we will examine the history of design, the challenges that designers over the ages have had to face and the ethical questions that have arisen from those choices.",Design
3489,Design for  Affordability (fondly called ) is a two-quarter course offered by the d.school through the School of Engineering and the Graduate School of Business.,69.0,0,0.598474950621148,983,Design projects include engineering considerations in appropriate technology which have multidisciplinary components in economics and sociology,Design
3490,This multidisciplinary project-based experience creates an enabling environment in which students learn to design products and services that will change the lives of the world's poorest citizens.,69.0,0,0.7129722109235335,728,Students in this course participate in a real-world project from conception to implementation.,Projects
3499,"Then, the state of the art in vehicle automation is provided.",69.0,0,0.9999999999999096,440,"Then, the state of the art in vehicle automation is provided.",Transportation
3501,"Finally, the technology currently being developed for future highly and fully automated vehicles is described, including a high-level introduction of the software and algorithms used as well as HMI and system aspects.",70.0,0,0.691273240798537,440,"Then, the state of the art in vehicle automation is provided.",Transportation
3504,These technologies often have powerful effects on living systems at the microscopic and macroscopic level.,70.0,0,0.999999999999926,787,These technologies often have powerful effects on living systems at the microscopic and macroscopic level.,Biomedical
3505,"They can provide great benefit to society, but they also can be used in dangerous or damaging ways.",70.0,0,0.5131265253508749,1142,"Issues include the social responsibility of engineers, conflict of interest and obligation, morally acceptable levels of risk, and moral implications of technology.",Engineering Ethics
3515,Concepts will be developed in part through guided in-class coding exercises.,70.0,0,0.551908971321515,728,Students in this course participate in a real-world project from conception to implementation.,Projects
3523,"Topics include experimental design, data collection, data management, data analysis, and the ethical conduct of research.",70.0,0,0.7102993585825619,1916,"Learn about experimental approaches from a historical and present view, while discussing their ethical implications.",Ethics
3533,"To see how these techniques are applied in practice, we discuss recent research findings in a variety of areas.",70.0,0,0.5142998467242854,784,"Theoretical, historical, and current practice of the field.",Philosophy
3538,Civil engineers are trained on structural and foundation design.,70.0,0,0.6786454429389931,1608,Introduction to the study and practice of civil engineering; specialized subdisciplines of civil engineering; professionalism and professional registration; engineering ethics; exercises in engineering technical communications.,Civil Engineering Profession And Ethics
3539,"Both disciplines receive training on non-technical aspects of professional practice including organization, project management, ethics and communications.",70.0,0,0.6646717692526447,751,"The course also addresses professional ethics, practice and licensure",Professional Development
3548,An introduction to computer security.,70.0,0,0.8631593543410431,1892,Introduction to computer security and the design of secure computer systems.,Cybersecurity
3552,Students apply these ideas to design and document software products.,71.0,0,0.6717839281741781,2060,"Working in small teams, students will design, document, analyze, implement, and test a product.",Teams
3556,"Application of petroleum engineering principles, wellbore, well planning, casing design, direction control, drilling preparation, offshore operations.",71.0,0,0.5696052916673794,121,"Design of balanced pressure systems, with professional and ethical responsibility considerations towards safety, while minimizing common drilling problems such as formation damage, fluid loss, lost circulation, stuck pipe, kick and well control incidents.",Environmental
3585,"Types of design problems, human element in design, computer aid in design, specification development, concept generation, concept evaluation, product generation, function and performance evaluation, prototyping, design for manufacturing, design for assembly, design for life-cycle, sustainability, final product documentation, inclusive intergroup communication, ethics, safety and economics",71.0,0,0.999999999999928,838,"Types of design problems, human element in design, computer aid in design, specification development, concept generation, concept evaluation, product generation, function and performance evaluation, prototyping, design for manufacturing, design for assembly, design for life-cycle, sustainability, final product documentation, inclusive intergroup communication, ethics, safety and economics",Design
3601,"Assess impact price of oil has on drilling activities, analyze and compare international drilling and completion concepts under environmental, societal contexts.",72.0,0,0.512307422777179,192,"Examines sources of energy and other resources in light of their availability, use, environmental impact, as well as their impact on policy, economics and values.",Environmental
3609,"Representation, analysis and implementation of data structures and associated algorithms including: algorithm complexity, sorting algorithms, lists, stacks, queues, search trees (AVL, Red-Black, Splay, 2-3), Heaps, Graphs, and .",72.0,0,0.609569376596986,1052,"Fundamental computing concepts such as number representation, programming environments, communication tools, and basic network security measures are covered.",Security
3617,"A survey of the views of major philosophers from Plato to the nineteenth century on the nature of man's relation to society and to the state in the context of their wider philosophical (logical, epistemological, metaphysical and ethical) doctrines.",72.0,0,0.8631094660741365,1787,"Critical consideration of the views of some major philosophers on the nature of the individual’s relation to society and the state in the context of their wider philosophical (logical, epistemological, metaphysical, and ethical) doctrines.",Philosophy
3620,"It is conducted in an active style including the use of case studies, class discussion/participation, and classroom polling systems.",72.0,0,0.5706049184697125,728,Students in this course participate in a real-world project from conception to implementation.,Projects
3622,"It will primarily focus on current topics which may include stem cells, ethical uses of DNA, development of personalized medicine, genetic engineering, antibiotic resistance.",72.0,0,0.7173473582997422,573,"Content covers five core topics: cells, genetics, evolution, ecology and physiology with application to societal concerns about biotechnology, health, conservation biodiversity and bioethics.",Biomedical
3623,This course is intended for non-life science majors,72.0,0,0.6295877285178205,580,"Course activities will address principles of the scientific method, electronic database literacy, science citation software, research ethics, science communication as well as planning for graduate study, including preparation of curriculum vitae and personal statement.",Careers
3628,This course aims to develop an understanding of the role of light and lighting in the perception of architecture and human well-being.,72.0,0,0.7380845665895603,2036,This course focuses on the design of illumination systems in buildings.,Design And Light
3629,"Studio: The studio component of the course will explore the interactions between light, materials, spaces, and people.",72.0,0,0.5984238744164976,1667,"Students will be introduced to the use of computer tools for the design, analysis, and visualization of natural and artificial lighting in buildings.",Design And Light
3632,Lectures: The lecture components of the course focuses on the design of illumination systems in buildings.,72.0,0,0.999999999999926,1919,Lectures: The lecture components of the course focuses on the design of illumination systems in buildings.,Design And Light
3656,"This course introduces students to the social, moral, ethical, legal, and current or future philosophical issues within the context of robotic systems and related emerging technology.",73.0,0,0.6936373953528105,1181,"Mechanical automation design associated with robotic systems, including economic justification and ethics.",Robotics
3660,"The major goal of this course is to help students become more informed citizens, skeptical when presented with data in the media, and knowledgeable enough to question and make informed decisions about scientific advances and science policy.",73.0,0,0.9999999999999998,419,"The major goal of this course is to help students become more informed citizens, skeptical when presented with data in the media, and knowledgeable enough to question and make informed decisions about scientific advances and science policy.",Research Ethics
3664,"The Aerospace Engineering Colloquium convenes once per week, every A, B, C, and D term.",73.0,0,0.4213392903942783,1058,"Fundamentals of technical communication, the engineering design process and problem solving.",Communication And Design
3671,Lectures: The lecture components of the course focuses on the design of illumination systems in buildings.,73.0,0,0.999999999999926,1919,Lectures: The lecture components of the course focuses on the design of illumination systems in buildings.,Design And Light
3684,"The course focuses on developing a revised client statement based on the objectives, constraints, and functions of the design.",73.0,0,0.5787179320777409,1558,Development of a comprehensive software and/or hardware solution to a problem in a team setting with emphasis on working with a client.,Teams
3685,"Methods for concept generation, concept selection and development strategy will be covered.",73.0,0,0.6124235090005768,702,"Proposal process, design concept, detailed design, implementation and test.",Design
3689,The overall objective is to develop an awareness of the legal aspects that regulate the exercise of the architectural and civil engineering profession and of the environmental constraints of construction.,73.0,0,1.0,765,The overall objective is to develop an awareness of the legal aspects that regulate the exercise of the architectural and civil engineering profession and of the environmental constraints of construction.,Law And Construction
3692,Student groups will construct and evaluate a working prototype of their design.,73.0,0,1.0,1652,Student groups will construct and evaluate a working prototype of their design.,Design
3731,Student groups will construct and evaluate a working prototype of their design.,74.0,0,1.0,1652,Student groups will construct and evaluate a working prototype of their design.,Design
3740,"This course provides students with a realistic assessment of the potential and problems related to interactive media and games, especially computer games, and their effects on society.",74.0,0,0.7264208357509736,370,"Students will explore such issues as representation and power (e.g., gaming and disability, and race stereotyping in games), the phenomenology of virtual reality, capitalism and the commodification of leisure, gender and sexual violence, and cyberspace and democracy.",Computing Ethics
3742,"The course examines the issues from various points of view, and discover the political, social, and economic agendas of the people or groups championing those points of view.",74.0,0,0.7088473869068762,446,"This course focuses on problems and issues that are beginning to be recognized as worthy of public discussion or policy action, or that may be new areas of expertise and interest for our faculty members.",Research Ethics
